transcript,met_module,cor,gene_id,region_soy,blast_soy,Phytozome_link,blast_ara
tr_25358,Module_72,0.721428571,Phvul.007G079700,coding,GLYMA20G30640.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G079700,| Symbols:  | Duplicated homeodomain-like superfamily protein | chr1:28865594-28867931 FORWARD LENGTH=603
tr_5914,Module_72,0.719041706,Phvul.008G2149000,coding,GLYMA02G43490.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G2149000,| Symbols:  | unknown protein; Has 37 Blast hits to 37 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 37; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:1416563-1418291 REVERSE LENGTH=193
tr_16944,Module_72,0.717857143,Phvul.007G259700,coding,GLYMA02G29260.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G259700,| Symbols:  | Plastid-lipid associated protein PAP / fibrillin family protein | chr2:17566242-17567830 FORWARD LENGTH=269
tr_1503,Module_72,0.714285714,Phvul.003G285300,coding,GLYMA08G36790.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G285300,| Symbols:  | SPT2 chromatin protein | chr2:9658182-9660532 FORWARD LENGTH=569
tr_10885,Module_72,0.714285714,Phvul.011G163100,coding,GLYMA06G36070.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G163100,| Symbols:  | ribosomal protein L11 methyltransferase-related | chr5:21892124-21894087 FORWARD LENGTH=371
tr_15431,Module_72,0.714285714,Phvul.001G246200,coding,GLYMA11G35660.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G246200,| Symbols: TBL33 | TRICHOME BIREFRINGENCE-LIKE 33 | chr2:16840330-16842139 FORWARD LENGTH=425
tr_11539,Module_72,0.711891225,Phvul.003G249800,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G249800,None
tr_694,Module_72,0.710714286,Phvul.006G167100,coding,GLYMA13G29210.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G167100,| Symbols:  | myosin heavy chain-related | chr4:1607040-1608665 REVERSE LENGTH=342
tr_4843,Module_72,0.710714286,Phvul.003G0207000,coding,GLYMA09G22330.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G0207000,| Symbols:  | Caleosin-related family protein | chr1:26644830-26645970 FORWARD LENGTH=195
tr_17689,Module_72,0.710714286,Phvul.010G056300,coding,GLYMA07G14670.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G056300,| Symbols:  | Matrixin family protein | chr2:18577693-18578721 FORWARD LENGTH=342
tr_24615,Module_72,0.710714286,Phvul.001G149900,coding,GLYMA03G30900.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G149900,| Symbols:  | F-box family protein | chr2:11683954-11684967 REVERSE LENGTH=337
tr_26439,Module_72,0.710714286,Phvul.001G097900,coding,GLYMA19G28260.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G097900,| Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr3:9791572-9792939 REVERSE LENGTH=455
tr_25303,Module_72,0.709562392,Phvul.005G184400,coding,GLYMA15G00400.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G184400,| Symbols: PME61 | pectin methylesterase 61 | chr3:21803015-21805098 REVERSE LENGTH=529
tr_5336,Module_72,0.707142857,Phvul.009G262500,coding,GLYMA03G42470.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G262500,| Symbols:  | Plant protein of unknown function (DUF936) | chr3:4696115-4697989 REVERSE LENGTH=505
tr_15644,Module_73,0.823950284,Phvul.001G086300,coding,GLYMA16G05430.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G086300,| Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr3:9850594-9852682 FORWARD LENGTH=659
tr_16117,Module_73,0.785584405,Phvul.007G053900,coding,GLYMA20G28110.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G053900,"| Symbols:  | CONTAINS InterPro DOMAIN/s: Nucleic acid-binding, OB-fold-like (InterPro:IPR016027), Protein of unknown function DUF171 (InterPro:IPR003750); Has 3649 Blast hits to 1964 proteins in 291 species: Archae - 113; Bacteria - 121; Metazoa - 1082; Fungi - 399; Plants - 227; Viruses - 4; Other Eukaryotes - 1703 (source: NCBI BLink). | chr5:6495593-6497987 FORWARD LENGTH=398"
tr_16951,Module_73,0.745308609,Phvul.003G262300,coding,GLYMA02G05500.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G262300,| Symbols:  | zinc finger (Ran-binding) family protein | chr2:7822238-7823970 REVERSE LENGTH=268
tr_20703,Module_73,0.744175697,Phvul.007G060700,coding,GLYMA10G39050.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G060700,| Symbols:  | Ribosomal protein S3Ae | chr3:1329751-1331418 FORWARD LENGTH=262
tr_16513,Module_73,0.735714286,Phvul.007G234500,coding,GLYMA10G23810.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G234500,| Symbols: EXO70A1 | exocyst subunit exo70 family protein A1 | chr5:889606-893916 FORWARD LENGTH=664
tr_23620,Module_73,0.732142857,Phvul.007G051900,coding,GLYMA20G27860.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G051900,"| Symbols: ATRP1, RP1 | PPDK regulatory protein | chr4:11307002-11308587 FORWARD LENGTH=403"
tr_11476,Module_73,0.717857143,Phvul.006G080600,coding,GLYMA18G05700.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G080600,"| Symbols: SAC52, RPL10, RPL10A | Ribosomal protein L16p/L10e family protein | chr1:4888270-4889408 FORWARD LENGTH=220"
tr_14304,Module_74,0.905604244,Phvul.008G033400,coding,GLYMA08G26920.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G033400,None
tr_23920,Module_74,0.867857143,Phvul.003G261700,coding,GLYMA16G23870.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G261700,| Symbols: CPK28 | calcium-dependent protein kinase 28 | chr5:26457145-26459434 REVERSE LENGTH=435
tr_16447,Module_74,0.8057417,Phvul.005G023200,coding,GLYMA15G43240.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G023200,| Symbols:  | Uncharacterised protein family (UPF0114) | chr5:4427960-4429029 FORWARD LENGTH=262
tr_25714,Module_74,0.8,Phvul.010G008000,coding,GLYMA01G27200.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G008000,| Symbols:  | Josephin family protein | chr3:20042895-20044429 REVERSE LENGTH=280
tr_165,Module_74,0.789285714,Phvul.010G143100,coding,GLYMA08G21140.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G143100,| Symbols:  | Leucine-rich repeat protein kinase family protein | chr3:7511848-7515937 REVERSE LENGTH=899
tr_9896,Module_74,0.789285714,Phvul.008G233500,coding,GLYMA14G07470.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G233500,| Symbols:  | AAR2 protein family | chr1:24812881-24815804 FORWARD LENGTH=399
tr_10874,Module_74,0.785714286,Phvul.001G215300,coding,GLYMA03G38080.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G215300,"| Symbols: AtGolS1, GolS1 | galactinol synthase 1 | chr2:19369049-19370372 REVERSE LENGTH=344"
tr_9564,Module_74,0.775,Phvul.011G072900,coding,GLYMA12G07610.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G072900,| Symbols:  | unknown protein; Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink). | chr5:24291385-24291754 REVERSE LENGTH=91
tr_13690,Module_74,0.775,Phvul.002G205800,coding,GLYMA05G25550.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G205800,"| Symbols: KU80, ATKU80 | Ku80 family protein | chr1:17723498-17726859 FORWARD LENGTH=680"
tr_25990,Module_74,0.775,Phvul.009G118500,coding,GLYMA06G00510.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G118500,"| Symbols: GSA2 | glutamate-1-semialdehyde 2,1-aminomutase 2 | chr3:18049697-18051550 FORWARD LENGTH=472"
tr_3958,Module_74,0.771428571,Phvul.008G233200,coding,GLYMA14G39150.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G233200,| Symbols:  | ARM repeat superfamily protein | chr5:14762730-14764097 FORWARD LENGTH=180
tr_18230,Module_74,0.771428571,Phvul.007G073400,coding,GLYMA10G37660.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G073400,| Symbols: DTX35 | detoxifying efflux carrier 35 | chr4:13076576-13078965 REVERSE LENGTH=514
tr_5037,Module_74,0.767857143,Phvul.008G166700,coding,GLYMA14G33400.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G166700,| Symbols: PPK1 | putative protein kinase 1 | chr1:29210730-29213877 FORWARD LENGTH=777
tr_11494,Module_74,0.767857143,Phvul.008G215000,coding,GLYMA02G43480.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G215000,| Symbols: MPL1 | Myzus persicae-induced lipase 1 | chr5:4571442-4574413 REVERSE LENGTH=418
tr_23265,Module_74,0.767857143,Phvul.010G060600,coding,GLYMA02G00360.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G060600,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF2346 (InterPro:IPR018625); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G52825.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr4:8383842-8384814 FORWARD LENGTH=76
tr_2502,Module_74,0.767030017,Phvul.003G066900,coding,GLYMA18G15520.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G066900,| Symbols:  | Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain | chr1:26222325-26226530 FORWARD LENGTH=1041
tr_5577,Module_74,0.764285714,Phvul.009G249900,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G249900,
tr_11071,Module_74,0.760714286,Phvul.006G0498000,coding,GLYMA18G09610.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G0498000,| Symbols: EDM2 | ENHANCED DOWNY MILDEW 2 | chr5:22448152-22454414 REVERSE LENGTH=1297
tr_23338,Module_74,0.760714286,Phvul.007G230300,coding,GLYMA10G07820.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G230300,"| Symbols: ATMDAR1, MDAR1 | monodehydroascorbate reductase 1 | chr3:19601477-19604366 REVERSE LENGTH=466"
tr_6595,Module_74,0.757142857,Phvul.010G158200,coding,GLYMA08G23020.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G158200,| Symbols:  | basic helix-loop-helix (bHLH) DNA-binding superfamily protein | chr2:9672145-9673624 FORWARD LENGTH=305
tr_6617,Module_74,0.757142857,Phvul.004G157700,coding,GLYMA13G33450.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G157700,"| Symbols: SYP81, ATUFE1, ATSYP81, UFE1 | syntaxin of plants 81 | chr1:19189063-19191188 FORWARD LENGTH=310"
tr_22363,Module_74,0.756277259,Phvul.003G284500,coding,GLYMA08G36590.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G284500,| Symbols: bHLH071 | beta HLH protein 71 | chr5:18945639-18947434 FORWARD LENGTH=327
tr_15711,Module_74,0.756032473,Phvul.009G225300,coding,GLYMA09G08290.3,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G225300,"| Symbols: JAZ1, TIFY10A | jasmonate-zim-domain protein 1 | chr1:6622312-6623271 FORWARD LENGTH=253"
tr_24367,Module_74,0.754920707,Phvul.009G181200,coding,GLYMA04G35060.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G181200,| Symbols: WLIM1 | GATA type zinc finger transcription factor family protein | chr1:3346677-3347763 REVERSE LENGTH=190
tr_1034,Module_74,0.753571429,Phvul.001G221100,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G221100,None
tr_15600,Module_74,0.753571429,Phvul.007G041000,coding,GLYMA20G26610.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G041000,| Symbols:  | Plant basic secretory protein (BSP) family protein | chr2:6608689-6609366 FORWARD LENGTH=225
tr_23583,Module_74,0.753571429,Phvul.007G071900,coding,GLYMA16G30180.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G071900,| Symbols: NLP7 | NIN like protein 7 | chr4:12479904-12483822 FORWARD LENGTH=959
tr_17767,Module_74,0.75,Phvul.004G077200,coding,GLYMA16G26780.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G077200,| Symbols:  | 3'-5'-exoribonuclease family protein | chr3:2473486-2475218 FORWARD LENGTH=286
tr_17577,Module_74,0.747635328,Phvul.003G143100,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G143100,None
tr_6102,Module_74,0.745308609,Phvul.002G233800,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G233800,
tr_16495,Module_74,0.742857143,Phvul.005G138900,coding,GLYMA13G40550.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G138900,"| Symbols: PHOT1, NPH1, JK224, RPT1 | phototropin 1 | chr3:16818557-16823960 FORWARD LENGTH=996"
tr_9645,Module_74,0.735714286,Phvul.008G003700,coding,GLYMA18G53690.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G003700,| Symbols: TSF | PEBP (phosphatidylethanolamine-binding protein) family protein | chr4:11001011-11002965 REVERSE LENGTH=175
tr_22970,Module_74,0.732142857,Phvul.009G226200,coding,GLYMA09G08210.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G226200,| Symbols:  | inter-alpha-trypsin inhibitor heavy chain-related | chr1:6602270-6605766 FORWARD LENGTH=754
tr_23683,Module_74,0.732142857,Phvul.002G016400,coding,GLYMA15G34720.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G016400,| Symbols: UGT73B5 | UDP-glucosyl transferase 73B5 | chr2:6758817-6763398 FORWARD LENGTH=494
tr_18864,Module_74,0.728571429,Phvul.001G1974001,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G1974001,None
tr_13372,Module_74,0.725154897,Phvul.008G090500,coding,GLYMA18G44010.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G090500,| Symbols: UGT73B4 | UDP-glycosyltransferase 73B4 | chr2:6761750-6763398 FORWARD LENGTH=481
tr_271,Module_75,0.832142857,Phvul.003G164000,coding,GLYMA17G12420.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G164000,| Symbols:  | Major facilitator superfamily protein | chr2:11347347-11350916 REVERSE LENGTH=577
tr_19059,Module_75,0.828571429,Phvul.007G273300,coding,GLYMA02G00830.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G273300,"| Symbols: CRY2, FHA, AT-PHH1, PHH1, ATCRY2 | cryptochrome 2 | chr1:1185719-1187901 REVERSE LENGTH=612"
tr_1292,Module_75,0.814285714,Phvul.002G164400,coding,GLYMA11G01990.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G164400,| Symbols:  | unknown protein; Has 73 Blast hits to 69 proteins in 22 species: Archae - 0; Bacteria - 4; Metazoa - 9; Fungi - 2; Plants - 18; Viruses - 0; Other Eukaryotes - 40 (source: NCBI BLink). | chr4:12415789-12416388 REVERSE LENGTH=199
tr_23129,Module_75,0.796428571,Phvul.005G057600,coding,GLYMA15G40810.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G057600,| Symbols:  | SBP (S-ribonuclease binding protein) family protein | chr3:4122127-4123323 REVERSE LENGTH=335
tr_12900,Module_75,0.785714286,Phvul.008G205400,coding,GLYMA14G04400.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G205400,| Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G04795.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink). | chr5:13897961-13898263 FORWARD LENGTH=100
tr_18523,Module_75,0.782142857,Phvul.011G026900,coding,GLYMA12G02790.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G026900,| Symbols:  | Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein | chr2:9055619-9056143 REVERSE LENGTH=174
tr_12286,Module_75,0.763445764,Phvul.003G254600,coding,GLYMA16G25240.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G254600,| Symbols:  | ARM repeat superfamily protein | chr4:17245400-17247926 REVERSE LENGTH=718
tr_6525,Module_75,0.757142857,Phvul.006G003300,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G003300,
tr_16703,Module_75,0.757142857,Phvul.005G110800,coding,GLYMA07G34840.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G110800,| Symbols: CRK8 | cysteine-rich RLK (RECEPTOR-like protein kinase) 8 | chr4:12129485-12134086 FORWARD LENGTH=1262
tr_13410,Module_75,0.753571429,Phvul.001G196400,coding,GLYMA19G38770.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G196400,"| Symbols: SYP121, AT-SYR1, ATSYP121, SYR1, ATSYR1, PEN1 | syntaxin of plants 121 | chr3:3729540-3730868 REVERSE LENGTH=346"
tr_6673,Module_75,0.742857143,Phvul.008G282300,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G282300,
tr_10008,Module_75,0.735714286,Phvul.002G092300,coding,GLYMA17G35760.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G092300,| Symbols:  | Leucine-rich repeat (LRR) family protein | chr4:4070870-4072084 REVERSE LENGTH=404
tr_14577,Module_75,0.735714286,Phvul.009G101900,coding,GLYMA04G08060.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G101900,"| Symbols: WRKY11, ATWRKY11 | WRKY DNA-binding protein 11 | chr4:15290065-15291458 REVERSE LENGTH=324"
tr_24765,Module_75,0.735714286,Phvul.004G147800,coding,GLYMA09G30300.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G147800,"| Symbols: ATMKK9, MKK9 | MAP kinase kinase 9 | chr1:27639419-27640351 REVERSE LENGTH=310"
tr_9700,Module_75,0.732797433,Phvul.002G329300,coding,GLYMA08G05810.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G329300,| Symbols:  | Calcium-binding EF-hand family protein | chr1:6268273-6268785 REVERSE LENGTH=170
tr_527,Module_75,0.729222811,Phvul.008G250500,coding,GLYMA02G39950.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G250500,| Symbols:  | Major facilitator superfamily protein | chr2:12919401-12921222 FORWARD LENGTH=500
tr_9322,Module_75,0.728571429,Phvul.006G070600,coding,GLYMA18G06730.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G070600,| Symbols:  | Acyl-CoA N-acyltransferases (NAT) superfamily protein | chr2:12843583-12845597 REVERSE LENGTH=386
tr_25993,Module_75,0.728571429,Phvul.002G041400,coding,GLYMA11G01100.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G041400,| Symbols:  | PLATZ transcription factor family protein | chr1:11827986-11829444 FORWARD LENGTH=174
tr_15952,Module_75,0.725,Phvul.008G038900,coding,GLYMA07G34170.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G038900,| Symbols:  | Pentatricopeptide repeat (PPR) superfamily protein | chr2:11425270-11427669 REVERSE LENGTH=799
tr_4476,Module_75,0.722073568,Phvul.008G021100,coding,GLYMA18G51490.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G021100,| Symbols: TBL19 | TRICHOME BIREFRINGENCE-LIKE 19 | chr5:5189524-5192070 REVERSE LENGTH=426
tr_8649,Module_75,0.721428571,Phvul.008G226000,coding,GLYMA11G35030.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G226000,"| Symbols: TMP-C, PIP1;4, PIP1E | plasma membrane intrinsic protein 1;4 | chr4:186143-187531 REVERSE LENGTH=287"
tr_25769,Module_75,0.720434735,Phvul.011G027800,coding,GLYMA12G02870.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G027800,| Symbols:  | unknown protein; Has 96 Blast hits to 96 proteins in 48 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 47; Plants - 38; Viruses - 0; Other Eukaryotes - 11 (source: NCBI BLink). | chr1:28593351-28593980 FORWARD LENGTH=69
tr_9614,Module_75,0.717857143,Phvul.008G251900,coding,GLYMA02G00670.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G251900,| Symbols: GLTP1 | glycolipid transfer protein 1 | chr2:14176599-14177950 REVERSE LENGTH=202
tr_1832,Module_75,0.714285714,Phvul.003G170800,coding,GLYMA04G06940.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G170800,None
tr_13012,Module_75,0.714285714,Phvul.001G260900,coding,GLYMA18G01120.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G260900,| Symbols:  | Microsomal signal peptidase 12 kDa subunit (SPC12) | chr4:18559289-18559570 FORWARD LENGTH=93
tr_18797,Module_75,0.714285714,Phvul.011G177900,coding,GLYMA09G39340.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G177900,| Symbols:  | unknown protein; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF1352 (InterPro:IPR009787); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr5:20921512-20922818 FORWARD LENGTH=170
tr_906,Module_75,0.710714286,Phvul.001G117900,coding,GLYMA03G27740.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G117900,"| Symbols: CYP98A3 | cytochrome P450, family 98, subfamily A, polypeptide 3 | chr2:17058291-17060532 REVERSE LENGTH=508"
tr_7749,Module_75,0.707142857,Phvul.002G017900,coding,GLYMA01G39430.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G017900,| Symbols: ICU2 | DNA-directed DNA polymerases | chr5:26776994-26785104 FORWARD LENGTH=1524
tr_26384,Module_75,0.707142857,Phvul.005G110300,coding,GLYMA12G32520.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G110300,| Symbols:  | S-locus lectin protein kinase family protein | chr2:8293789-8296275 FORWARD LENGTH=828
tr_20361,Module_76,0.828571429,Phvul.001G262800,coding,GLYMA11G36950.3,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G262800,| Symbols: NTF2A | nuclear transport factor 2A | chr1:9484615-9485790 REVERSE LENGTH=122
tr_18636,Module_76,0.8,Phvul.001G262400,coding,GLYMA11G37010.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G262400,| Symbols: LTPG1 | glycosylphosphatidylinositol-anchored lipid protein transfer 1 | chr1:9740740-9741991 FORWARD LENGTH=193
tr_8674,Module_76,0.791195169,Phvul.001G075600,coding,GLYMA17G32720.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G075600,| Symbols: PR5K | PR5-like receptor kinase | chr5:15293325-15295838 REVERSE LENGTH=665
tr_25968,Module_76,0.785714286,Phvul.007G035500,coding,GLYMA10G41260.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G035500,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: N-terminal protein myristoylation; LOCATED IN: cellular_component unknown; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G17350.1); Has 137 Blast hits to 137 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 137; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr3:765559-766059 FORWARD LENGTH=166
tr_8294,Module_76,0.782142857,Phvul.001G075400,coding,GLYMA14G32430.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G075400,"| Symbols: ABI1, AtABI1 | Protein phosphatase 2C family protein | chr4:13220231-13221828 REVERSE LENGTH=434"
tr_11796,Module_76,0.771428571,Phvul.001G234300,coding,GLYMA03G12070.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G234300,| Symbols: RCA | rubisco activase | chr2:16570951-16573345 REVERSE LENGTH=474
