transcript,met_module,cor,gene_id,region_soy,blast_soy,Phytozome,blast_ara
tr_21323,Module_62,-0.789991379,Phvul.001G216800,coding,GLYMA19G40820.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G216800,| Symbols:  | Protein kinase superfamily protein | chr2:19333116-19334759 REVERSE LENGTH=365
tr_26619,Module_62,-0.792857143,Phvul.001G253000,coding,GLYMA18G01940.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G253000,| Symbols:  | ARM repeat superfamily protein | chr4:15084456-15097860 FORWARD LENGTH=2599
tr_25095,Module_62,-0.8,Phvul.007G033900,coding,GLYMA20G25800.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G033900,| Symbols:  | DEA(D/H)-box RNA helicase family protein | chr2:88847-94635 REVERSE LENGTH=1113
tr_3590,Module_62,-0.803571429,Phvul.004G073600,coding,GLYMA09G28580.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G073600,"| Symbols: AtCXE18, CXE18 | carboxyesterase 18 | chr5:7933366-7934373 REVERSE LENGTH=335"
tr_20614,Module_62,-0.803571429,Phvul.001G086300,coding,GLYMA16G05430.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G086300,| Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr3:9850594-9852682 FORWARD LENGTH=659
tr_7662,Module_62,-0.810714286,Phvul.006G0974001,coding,GLYMA03G40320.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G0974001,"| Symbols: HST, HST1 | ARM repeat superfamily protein | chr3:1401479-1408095 REVERSE LENGTH=1202"
tr_7964,Module_62,-0.810714286,Phvul.007G278300,coding,GLYMA10G00550.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G278300,| Symbols:  | FUNCTIONS IN: molecular_function unknown; INVOLVED IN: N-terminal protein myristoylation; LOCATED IN: cellular_component unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Dymeclin (InterPro:IPR019142); Has 395 Blast hits to 389 proteins in 117 species: Archae - 0; Bacteria - 0; Metazoa - 262; Fungi - 21; Plants - 68; Viruses - 0; Other Eukaryotes - 44 (source: NCBI BLink). | chr1:1109676-1113875 FORWARD LENGTH=732
tr_314,Module_62,-0.814285714,Phvul.011G1394001,coding,GLYMA06G42130.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G1394001,"| Symbols: ATPDIL5-4, ATPDI7, PDI7, PDIL5-4 | PDI-like 5-4 | chr4:13589156-13593335 FORWARD LENGTH=480"
tr_3600,Module_62,-0.814285714,Phvul.002G086500,coding,GLYMA16G09250.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G086500,| Symbols:  | Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein | chr1:26205148-26206568 FORWARD LENGTH=202
tr_11740,Module_62,-0.817857143,Phvul.007G243900,coding,GLYMA02G22760.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G243900,| Symbols: RHC1A | RING-H2 finger C1A | chr2:17043642-17044628 FORWARD LENGTH=328
tr_6655,Module_62,-0.821110437,Phvul.007G097300,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G097300,
tr_11496,Module_62,-0.821428571,Phvul.011G052100,coding,GLYMA11G13390.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G052100,| Symbols:  | Plant regulator RWP-RK family protein | chr2:18062715-18066450 FORWARD LENGTH=947
tr_9772,Module_62,-0.832142857,Phvul.004G140700,coding,GLYMA16G33910.3,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G140700,"| Symbols:  | disease resistance protein (TIR-NBS-LRR class), putative | chr5:5822999-5827153 FORWARD LENGTH=1294"
tr_17973,Module_63,0.838055883,Phvul.003G113000,noncoding,GLYMA17G03590.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G113000,None
tr_26147,Module_63,0.809651798,Phvul.002G263400,coding,GLYMA08G14840.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G263400,| Symbols: TGA1 | bZIP transcription factor family protein | chr5:26059353-26060749 FORWARD LENGTH=298
tr_329,Module_63,0.807142857,Phvul.006G056300,coding,GLYMA18G08720.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G056300,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: male gametophyte; Has 140 Blast hits to 132 proteins in 41 species: Archae - 2; Bacteria - 4; Metazoa - 29; Fungi - 20; Plants - 51; Viruses - 0; Other Eukaryotes - 34 (source: NCBI BLink). | chr3:4223008-4223613 FORWARD LENGTH=201
tr_1850,Module_63,-0.807142857,Phvul.002G086700,coding,GLYMA02G11770.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G086700,"| Symbols: ATHVA22C, HVA22C | HVA22 homologue C | chr1:26220337-26221663 FORWARD LENGTH=184"
tr_4828,Module_63,-0.807142857,Phvul.010G152500,coding,GLYMA07G03780.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G152500,"| Symbols: PDR12, ATPDR12, ABCG40, ATABCG40 | pleiotropic drug resistance 12 | chr1:5331993-5338175 REVERSE LENGTH=1423"
tr_11803,Module_63,-0.807142857,Phvul.002G151700,coding,GLYMA11G03120.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G151700,"| Symbols: PAK, ARK3 | armadillo repeat kinesin 3 | chr1:4234122-4238552 REVERSE LENGTH=919"
tr_12397,Module_63,-0.807142857,Phvul.002G272900,coding,GLYMA13G03630.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G272900,| Symbols:  | Ribosomal protein L12/ ATP-dependent Clp protease adaptor protein ClpS family protein | chr4:17695543-17696046 FORWARD LENGTH=167
tr_13559,Module_63,-0.807142857,Phvul.002G184500,coding,GLYMA08G09780.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G184500,"| Symbols: BPC2, BBR/BPC2, ATBPC2 | basic pentacysteine 2 | chr1:5043086-5043925 FORWARD LENGTH=279"
tr_861,Module_63,-0.810714286,Phvul.007G153300,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G153300,None
tr_946,Module_63,-0.810714286,Phvul.003G110300,noncoding,GLYMA17G03400.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G110300,None
tr_6503,Module_63,-0.810714286,Phvul.010G019200,noncoding,GLYMA16G15350.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G019200,None
tr_11591,Module_63,-0.810714286,Phvul.005G002700,coding,GLYMA06G48190.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G002700,| Symbols:  | Galactose-binding protein | chr1:8099150-8101220 FORWARD LENGTH=660
tr_13695,Module_63,-0.810714286,Phvul.L002200,coding,GLYMA05G33850.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.L002200,| Symbols: WOX4 | WUSCHEL related homeobox 4 | chr1:17236903-17237953 REVERSE LENGTH=251
tr_16720,Module_63,-0.810714286,Phvul.002G020500,coding,GLYMA01G39110.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G020500,| Symbols:  | Transducin/WD40 repeat-like superfamily protein | chr3:18771292-18779220 FORWARD LENGTH=1614
tr_18410,Module_63,-0.810714286,Phvul.007G177400,coding,GLYMA10G03770.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G177400,| Symbols: GAUT6 | galacturonosyltransferase 6 | chr1:2083689-2086853 FORWARD LENGTH=589
tr_19579,Module_63,-0.810714286,Phvul.005G174100,coding,GLYMA13G43930.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G174100,| Symbols:  | alpha/beta-Hydrolases superfamily protein | chr1:5320859-5323422 REVERSE LENGTH=648
tr_16730,Module_63,-0.814285714,Phvul.003G235800,coding,GLYMA17G17510.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G235800,"| Symbols: HLS1, COP3, UNS2 | Acyl-CoA N-acyltransferases (NAT) superfamily protein | chr4:17658932-17660564 FORWARD LENGTH=403"
tr_17201,Module_63,-0.814285714,Phvul.009G172600,coding,GLYMA04G36330.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G172600,"| Symbols:  | CONTAINS InterPro DOMAIN/s: Membrane protein,Tapt1/CMV receptor (InterPro:IPR008010); Has 447 Blast hits to 428 proteins in 176 species: Archae - 0; Bacteria - 0; Metazoa - 190; Fungi - 133; Plants - 49; Viruses - 0; Other Eukaryotes - 75 (source: NCBI BLink). | chr1:25480808-25484176 REVERSE LENGTH=624"
tr_26891,Module_63,-0.814285714,Phvul.011G080800,coding,GLYMA12G08160.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G080800,"| Symbols: ATCNGC15, CNGC15 | cyclic nucleotide-gated channel 15 | chr2:12049989-12052453 FORWARD LENGTH=678"
tr_22007,Module_63,-0.817857143,Phvul.003G163100,coding,GLYMA17G12510.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G163100,| Symbols:  | CCCH-type zinc finger family protein | chr2:553407-555899 REVERSE LENGTH=669
tr_5546,Module_63,-0.821428571,Phvul.004G071400,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G071400,
tr_5605,Module_63,-0.821428571,Phvul.011G025200,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G025200,
tr_27051,Module_63,-0.821428571,Phvul.002G045600,coding,GLYMA11G00780.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G045600,| Symbols:  | Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger protein | chr4:8531157-8535842 REVERSE LENGTH=1138
tr_2655,Module_63,-0.825,Phvul.006G094000,coding,GLYMA03G40000.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G094000,| Symbols:  | D-aminoacid aminotransferase-like PLP-dependent enzymes superfamily protein | chr5:9676362-9682468 FORWARD LENGTH=936
tr_2825,Module_63,-0.825,Phvul.002G207800,coding,GLYMA08G07850.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G207800,| Symbols:  | Polymerase/histidinol phosphatase-like | chr2:5788616-5791057 REVERSE LENGTH=434
tr_3752,Module_63,-0.825,Phvul.004G012100,coding,GLYMA05G08680.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G012100,| Symbols:  | Tudor/PWWP/MBT superfamily protein | chr5:16131654-16134680 REVERSE LENGTH=1008
tr_12687,Module_63,-0.825,Phvul.002G101100,coding,GLYMA07G35090.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G101100,| Symbols: PSL4 | calmodulin-binding protein | chr5:22823586-22827950 REVERSE LENGTH=647
tr_7343,Module_63,-0.828571429,Phvul.006G132300,coding,GLYMA15G13200.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G132300,| Symbols:  | Magnesium transporter CorA-like family protein | chr1:10438219-10440625 FORWARD LENGTH=540
tr_12078,Module_63,-0.828571429,Phvul.003G210200,coding,GLYMA17G13840.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G210200,"| Symbols:  | FUNCTIONS IN: molecular_function unknown; INVOLVED IN: protein transport, Golgi organization; LOCATED IN: vacuole; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: COG complex component, COG2 (InterPro:IPR009316); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr4:12796525-12800926 REVERSE LENGTH=756"
tr_24798,Module_63,-0.828571429,Phvul.002G007100,coding,GLYMA01G40670.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G007100,None
tr_810,Module_63,-0.832142857,Phvul.006G043300,coding,GLYMA08G42810.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G043300,| Symbols:  | CONTAINS InterPro DOMAIN/s: Ribosome 60S biogenesis N-terminal (InterPro:IPR021714); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G72270.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr4:13558943-13568296 FORWARD LENGTH=2374
tr_8606,Module_63,-0.832142857,Phvul.002G307300,coding,GLYMA05G36000.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G307300,| Symbols:  | Protein of unknown function (DUF1005) | chr4:14437892-14439609 REVERSE LENGTH=424
tr_11135,Module_63,-0.832142857,Phvul.010G079200,coding,GLYMA01G33370.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G079200,"| Symbols: AFO, FIL, YAB1 | Plant-specific transcription factor YABBY family protein | chr2:18628450-18630552 REVERSE LENGTH=229"
tr_17406,Module_63,-0.835714286,Phvul.009G132000,coding,GLYMA04G42270.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G132000,| Symbols:  | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein | chr5:25624965-25628257 FORWARD LENGTH=829
tr_17797,Module_63,-0.835714286,Phvul.010G086800,coding,GLYMA18G20690.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G086800,None
tr_22709,Module_63,-0.835714286,Phvul.001G259800,coding,GLYMA11G37280.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G259800,"| Symbols: EMB260, EMB2421 | FAD/NAD(P)-binding oxidoreductase family protein | chr1:8635416-8638866 FORWARD LENGTH=709"
tr_25859,Module_63,-0.835714286,Phvul.009G081300,coding,GLYMA06G05800.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G081300,"| Symbols: MSL10, ATMSL10 | mechanosensitive channel of small conductance-like 10 | chr5:3898182-3900923 REVERSE LENGTH=734"
tr_25955,Module_63,-0.835714286,Phvul.007G072000,coding,GLYMA10G37850.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G072000,"| Symbols:  | LOCATED IN: mitochondrion, chloroplast thylakoid membrane, chloroplast, plastid, chloroplast envelope; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: S-layer homology domain (InterPro:IPR001119); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G52410.2); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink). | chr5:8058789-8063005 FORWARD LENGTH=946"
tr_2684,Module_63,-0.839285714,Phvul.010G164400,coding,GLYMA13G05490.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G164400,| Symbols:  | Reticulon family protein | chr1:29658313-29659866 REVERSE LENGTH=164
tr_14462,Module_63,-0.839285714,Phvul.010G079200,coding,GLYMA01G33370.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G079200,"| Symbols: AFO, FIL, YAB1 | Plant-specific transcription factor YABBY family protein | chr2:18628450-18630552 REVERSE LENGTH=229"
tr_20391,Module_63,-0.839285714,Phvul.009G074700,coding,GLYMA06G05220.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G074700,| Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G49720.2); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr5:26337833-26339144 REVERSE LENGTH=258
tr_6458,Module_63,-0.857142857,Phvul.008G2331001,coding,GLYMA14G39480.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G2331001,"| Symbols: ATRAD4, RAD4 | DNA repair protein Rad4 family | chr5:5455325-5459461 FORWARD LENGTH=865"
tr_18689,Module_63,-0.864285714,Phvul.007G067900,coding,GLYMA20G29620.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G067900,"| Symbols:  | LOCATED IN: endomembrane system; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Transmembrane protein 161AB, predicted (InterPro:IPR019395); Has 82 Blast hits to 82 proteins in 35 species: Archae - 0; Bacteria - 0; Metazoa - 47; Fungi - 0; Plants - 33; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink). | chr5:21200165-21201541 REVERSE LENGTH=458"
tr_26618,Module_63,-0.878571429,Phvul.001G259600,coding,GLYMA11G37300.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G259600,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G40070.1); Has 9215 Blast hits to 5316 proteins in 473 species: Archae - 6; Bacteria - 773; Metazoa - 3392; Fungi - 1710; Plants - 539; Viruses - 143; Other Eukaryotes - 2652 (source: NCBI BLink). | chr1:9699265-9703701 FORWARD LENGTH=1148
tr_26866,Module_64,0.785714286,Phvul.009G010000,coding,GLYMA17G38250.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G010000,| Symbols:  | Pentatricopeptide repeat (PPR) superfamily protein | chr4:7939611-7942898 REVERSE LENGTH=1064
tr_4298,Module_64,0.775,Phvul.008G260300,coding,GLYMA14G37400.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G260300,"| Symbols: ATNDI1, NDA1 | alternative  NAD(P)H dehydrogenase 1 | chr1:2204414-2206773 FORWARD LENGTH=510"
tr_18291,Module_64,0.747095919,Phvul.011G019500,coding,GLYMA11G02220.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G019500,"| Symbols: ATCHX17, CHX17 | cation/H+ exchanger 17 | chr4:12342534-12345616 REVERSE LENGTH=820"
tr_25869,Module_64,0.737328012,Phvul.009G181100,coding,GLYMA06G19670.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G181100,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: N-terminal protein myristoylation; LOCATED IN: cellular_component unknown; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G62900.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink). | chr5:20369961-20370878 FORWARD LENGTH=159
tr_5240,Module_64,0.732142857,Phvul.002G121400,coding,GLYMA01G35780.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G121400,| Symbols:  | SWIB/MDM2 domain superfamily protein | chr2:14946161-14947027 FORWARD LENGTH=109
tr_455,Module_64,0.721428571,Phvul.006G204900,coding,GLYMA15G06050.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G204900,| Symbols: MCM9 | minichromosome maintenance 9 | chr2:5909240-5913817 FORWARD LENGTH=646
tr_16240,Module_64,0.718498946,Phvul.009G204400,coding,GLYMA04G31220.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G204400,| Symbols:  | transducin family protein / WD-40 repeat family protein | chr3:14751280-14755701 FORWARD LENGTH=953
tr_4479,Module_64,-0.717857143,Phvul.008G0847000,coding,GLYMA09G41350.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G0847000,| Symbols:  | saposin B domain-containing protein | chr3:19186970-19188436 FORWARD LENGTH=213
tr_4608,Module_64,-0.717857143,Phvul.008G092400,coding,GLYMA18G43830.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G092400,| Symbols:  | Tautomerase/MIF superfamily protein | chr3:19164229-19165076 REVERSE LENGTH=112
tr_2591,Module_64,-0.728571429,Phvul.011G070900,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G070900,None
tr_19434,Module_64,-0.732142857,Phvul.002G013000,coding,GLYMA11G05360.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G013000,| Symbols: ACBP3 | acyl-CoA-binding domain 3 | chr4:12567122-12568754 REVERSE LENGTH=366
tr_21650,Module_64,-0.732142857,Phvul.004G046500,noncoding,GLYMA13G17360.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G046500,| Symbols:  | unknown protein; Has 24 Blast hits to 24 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 24; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:6649562-6650384 REVERSE LENGTH=104
tr_24011,Module_64,-0.735714286,Phvul.001G249900,coding,GLYMA18G02330.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G249900,| Symbols:  | NAD(P)-binding Rossmann-fold superfamily protein | chr5:3144254-3145643 FORWARD LENGTH=279
tr_2553,Module_64,-0.739285714,Phvul.001G206000,coding,GLYMA09G05010.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G206000,"| Symbols: ATXT1, XT1, XXT1 | xylosyltransferase 1 | chr3:23201326-23202708 FORWARD LENGTH=460"
tr_7963,Module_64,-0.739285714,Phvul.010G043000,coding,GLYMA07G13450.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G043000,| Symbols:  | Protein of unknown function (DUF581) | chr4:9833948-9834663 REVERSE LENGTH=159
tr_19188,Module_64,-0.742857143,Phvul.008G261900,coding,GLYMA02G39100.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G261900,| Symbols:  | RNA recognition motif (RRM)-containing protein | chr3:17351334-17352769 REVERSE LENGTH=352
tr_2449,Module_64,-0.743521298,Phvul.005G090200,coding,GLYMA06G41520.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G090200,| Symbols:  | NAD(P)-binding Rossmann-fold superfamily protein | chr4:13642803-13644425 REVERSE LENGTH=354
tr_15708,Module_64,-0.745308609,Phvul.002G084400,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G084400,None
tr_619,Module_64,-0.746428571,Phvul.002G280900,coding,GLYMA05G33390.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G280900,| Symbols:  | Rubredoxin-like superfamily protein | chr5:20744615-20745344 FORWARD LENGTH=154
tr_15359,Module_64,-0.746428571,Phvul.009G245700,coding,GLYMA15G16560.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G245700,"| Symbols: ATPCAP1, PCAP1 | plasma-membrane associated cation-binding protein 1 | chr4:10941593-10943227 FORWARD LENGTH=225"
tr_26210,Module_64,-0.75,Phvul.009G178100,coding,GLYMA06G19310.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G178100,"| Symbols: ISU1, ATISU1 | SufE/NifU family protein | chr4:11759444-11760881 REVERSE LENGTH=167"
tr_11420,Module_64,-0.753571429,Phvul.004G137200,coding,GLYMA16G33650.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G137200,| Symbols:  | Endosomal targeting BRO1-like domain-containing protein | chr1:6169621-6172035 REVERSE LENGTH=405
tr_22841,Module_64,-0.754245163,Phvul.003G156500,coding,GLYMA17G08210.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G156500,| Symbols:  | BTB/POZ domain with WD40/YVTN repeat-like protein | chr4:15055149-15056474 FORWARD LENGTH=441
tr_12667,Module_64,-0.760714286,Phvul.001G206000,coding,GLYMA19G39760.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G206000,"| Symbols: ATXT2, XXT2, XT2 | UDP-xylosyltransferase 2 | chr4:1101638-1103345 FORWARD LENGTH=461"
tr_6156,Module_64,-0.764285714,Phvul.002G296300,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G296300,
tr_8537,Module_64,-0.764285714,Phvul.001G086000,coding,GLYMA11G13350.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G086000,None
tr_22873,Module_64,-0.764285714,Phvul.003G202200,coding,GLYMA04G35910.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G202200,| Symbols: EMB2759 | embryo defective 2759 | chr5:25293109-25294799 FORWARD LENGTH=345
tr_13520,Module_64,-0.771428571,Phvul.008G133800,coding,GLYMA13G19160.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G133800,| Symbols:  | FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF3493 (InterPro:IPR021883); BEST Arabidopsis thaliana protein match is: tetratricopeptide repeat (TPR)-containing protein (TAIR:AT1G02910.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr4:14201051-14202542 FORWARD LENGTH=347
