transcript,met_module,cor,gene_id,region_soy,blast_soy,blast_ara,Phytozome_link
tr_3415,Module_55,0.810714286,Phvul.006G080400,coding,GLYMA18G05720.1,| Symbols: RPT2 | Phototropic-responsive NPH3 family protein | chr2:13002920-13005573 REVERSE LENGTH=593,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G080400
tr_13115,Module_55,0.796428571,Phvul.007G009000,coding,GLYMA10G43810.4,| Symbols:  | Protein phosphatase 2C family protein | chr1:16654045-16655810 FORWARD LENGTH=371,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G009000
tr_13123,Module_55,0.796428571,Phvul.011G113900,coding,GLYMA12G12740.2,| Symbols:  | Protein of unknown function (DUF1421) | chr4:14015414-14016823 FORWARD LENGTH=438,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G113900
tr_14949,Module_55,0.792857143,Phvul.007G140700,coding,GLYMA20G33370.1,| Symbols: OPCL1 | OPC-8:0 CoA ligase1 | chr1:7103645-7105856 REVERSE LENGTH=546,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G140700
tr_23910,Module_55,0.785714286,Phvul.007G002500,coding,GLYMA10G44350.1,| Symbols:  | ENTH/VHS family protein | chr2:17948884-17953267 FORWARD LENGTH=895,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G002500
tr_24604,Module_55,0.785714286,Phvul.008G245700,coding,GLYMA02G40360.1,| Symbols: RPT2 | Phototropic-responsive NPH3 family protein | chr2:13002920-13005573 REVERSE LENGTH=593,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G245700
tr_8141,Module_55,0.775,Phvul.006G061800,coding,GLYMA18G07930.1,| Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G12870.1); Has 77 Blast hits to 75 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 77; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr5:22721483-22722193 FORWARD LENGTH=236,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G061800
tr_6876,Module_55,0.771428571,Phvul.007G061200,,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G061200
tr_26230,Module_55,0.771428571,Phvul.005G119400,coding,GLYMA13G38930.1,| Symbols: LHW | transcription factor-related | chr2:11650895-11653840 FORWARD LENGTH=650,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G119400
tr_138,Module_55,0.764285714,Phvul.007G208800,coding,GLYMA02G01010.1,| Symbols: IAA30 | indole-3-acetic acid inducible 30 | chr3:22995835-22996593 FORWARD LENGTH=172,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G208800
tr_18352,Module_55,0.764285714,Phvul.011G020300,coding,GLYMA11G09730.3,| Symbols:  | NADH-ubiquinone oxidoreductase-related | chr3:696593-698069 REVERSE LENGTH=110,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G020300
tr_18900,Module_55,0.757142857,Phvul.009G120400,coding,GLYMA04G00600.1,| Symbols:  | Major facilitator superfamily protein | chr2:7218930-7221592 REVERSE LENGTH=546,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G120400
tr_26494,Module_55,0.753571429,Phvul.009G120200,coding,GLYMA06G00650.1,| Symbols:  | Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein | chr4:16648865-16650646 FORWARD LENGTH=224,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G120200
tr_9599,Module_55,0.75,Phvul.011G013300,coding,GLYMA09G36020.1,"| Symbols:  | Excinuclease ABC, C subunit, N-terminal | chr5:17347567-17348379 FORWARD LENGTH=170",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G013300
tr_10410,Module_55,0.75,Phvul.006G117000,noncoding,GLYMA09G04140.1,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G117000
tr_24491,Module_55,0.75,Phvul.003G278000,coding,GLYMA16G17010.1,| Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr1:29071983-29073536 REVERSE LENGTH=517,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G278000
tr_11185,Module_55,0.749108754,Phvul.002G161200,noncoding,GLYMA11G02260.1,| Symbols: CPK34 | calcium-dependent protein kinase 34 | chr5:6521716-6523780 REVERSE LENGTH=523,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G161200
tr_997,Module_55,0.746428571,Phvul.002G098600,coding,GLYMA07G34800.1,| Symbols:  | Trypsin family protein | chr5:18172981-18175238 FORWARD LENGTH=607,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G098600
tr_21473,Module_55,0.746428571,Phvul.011G086900,coding,GLYMA12G08760.1,"| Symbols: CKS1, CKS1AT | cyclin-dependent kinase-subunit 1 | chr2:11910903-11911543 REVERSE LENGTH=87",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G086900
tr_16049,Module_55,0.742857143,Phvul.001G036500,coding,GLYMA14G10940.1,"| Symbols: AtIDD7, IDD7 | indeterminate(ID)-domain 7 | chr1:20560406-20562625 REVERSE LENGTH=455",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G036500
tr_18785,Module_55,0.742857143,Phvul.009G119100,coding,GLYMA04G00480.1,| Symbols:  | high-affinity nickel-transport family protein | chr2:7285824-7287188 FORWARD LENGTH=372,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G119100
tr_13686,Module_55,0.741940827,Phvul.007G077100,coding,GLYMA20G30370.1,| Symbols:  | unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr5:21452893-21453692 REVERSE LENGTH=235,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G077100
tr_6103,Module_55,0.739285714,Phvul.010G159700,,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G159700
tr_17735,Module_55,0.739285714,Phvul.009G121800,coding,GLYMA06G11520.1,| Symbols:  | Pentatricopeptide repeat (PPR-like) superfamily protein | chr4:5183813-5185873 REVERSE LENGTH=686,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G121800
tr_414,Module_55,0.735714286,Phvul.003G146200,coding,GLYMA17G07100.1,| Symbols:  | Syntaxin/t-SNARE family protein | chr4:14808359-14809745 REVERSE LENGTH=300,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G146200
tr_4101,Module_55,0.735714286,Phvul.001G087000,coding,GLYMA19G27280.1,| Symbols: AFB2 | auxin signaling F-box 2 | chr3:9868342-9870464 FORWARD LENGTH=575,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G087000
tr_7186,Module_55,0.735714286,Phvul.009G084500,coding,GLYMA06G06110.1,"| Symbols: FDH, KCS10 | 3-ketoacyl-CoA synthase 10 | chr2:11170799-11173059 REVERSE LENGTH=550",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G084500
tr_13917,Module_55,0.735714286,Phvul.003G009000,coding,GLYMA07G20070.1,| Symbols: BUBR1 | BUB1-related (BUB1: budding uninhibited by benzymidazol 1) | chr2:14213810-14215918 REVERSE LENGTH=395,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G009000
tr_14239,Module_55,0.735714286,Phvul.002G109600,coding,GLYMA11G08070.1,| Symbols:  | SAUR-like auxin-responsive protein family  | chr2:9089380-9089694 FORWARD LENGTH=104,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G109600
tr_23466,Module_55,0.728571429,Phvul.007G094300,coding,GLYMA10G35550.1,"| Symbols: PLP6, PLA IIB | PATATIN-like protein 6 | chr2:16375055-16376663 REVERSE LENGTH=499",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G094300
tr_24387,Module_55,0.728571429,Phvul.008G249400,coding,GLYMA02G40050.1,| Symbols:  | RING/U-box superfamily protein with ARM repeat domain | chr2:9845696-9848762 REVERSE LENGTH=826,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G249400
tr_4075,Module_55,0.725,Phvul.011G085200,coding,GLYMA12G08520.1,"| Symbols: XTR8, ATXTR8, XTH31 | xyloglucan endo-transglycosylase-related 8 | chr3:16447280-16448678 REVERSE LENGTH=293",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G085200
tr_9204,Module_55,0.725,Phvul.003G035300,noncoding,GLYMA20G24870.1,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G035300
tr_10809,Module_55,0.725,Phvul.008G021000,coding,GLYMA18G51520.1,| Symbols:  | Protein kinase superfamily protein | chr5:15439844-15443007 FORWARD LENGTH=681,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G021000
tr_15983,Module_55,0.725,Phvul.005G061800,coding,GLYMA15G39690.1,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G061800
tr_4041,Module_55,0.721428571,Phvul.006G122400,coding,None,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G122400
tr_486,Module_55,0.717857143,Phvul.004G062600,coding,GLYMA16G26650.1,| Symbols:  | HXXXD-type acyl-transferase family protein | chr1:24315875-24318895 FORWARD LENGTH=450,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G062600
tr_2347,Module_55,0.717857143,Phvul.003G099000,coding,GLYMA07G38310.2,| Symbols: AHP1 | histidine-containing phosphotransmitter 1 | chr3:7578432-7579537 REVERSE LENGTH=154,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G099000
tr_17296,Module_55,0.717857143,Phvul.007G162700,coding,GLYMA13G19890.1,"| Symbols: RHL2, BIN5 | Spo11/DNA topoisomerase VI, subunit A protein | chr5:642658-644123 FORWARD LENGTH=427",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G162700
tr_19040,Module_55,0.717857143,Phvul.008G131400,coding,GLYMA08G46260.1,| Symbols:  | SMAD/FHA domain-containing protein  | chr3:2297968-2299407 FORWARD LENGTH=320,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G131400
tr_19609,Module_55,0.717857143,Phvul.006G024600,coding,GLYMA18G13720.1,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G024600
tr_24487,Module_55,0.717857143,Phvul.008G245800,coding,GLYMA07G37020.1,| Symbols:  | zinc knuckle (CCHC-type) family protein | chr5:20031154-20031981 FORWARD LENGTH=275,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G245800
tr_25364,Module_55,0.717857143,Phvul.007G175800,coding,GLYMA02G16180.1,| Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G74160.1); Has 135 Blast hits to 119 proteins in 22 species: Archae - 0; Bacteria - 2; Metazoa - 3; Fungi - 3; Plants - 119; Viruses - 0; Other Eukaryotes - 8 (source: NCBI BLink). | chr3:23420414-23422201 FORWARD LENGTH=540,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G175800
tr_19044,Module_55,0.716711636,Phvul.003G025500,noncoding,GLYMA02G11340.1,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G025500
tr_248,Module_55,0.714285714,Phvul.005G051600,coding,GLYMA05G27250.1,"| Symbols: NCED3, ATNCED3, STO1, SIS7 | nine-cis-epoxycarotenoid dioxygenase 3 | chr3:4831678-4833477 REVERSE LENGTH=599",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G051600
tr_1030,Module_55,0.714285714,Phvul.008G047800,coding,GLYMA18G48590.1,| Symbols:  | Leucine-rich repeat receptor-like protein kinase family protein | chr4:5636693-5640496 REVERSE LENGTH=1045,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G047800
tr_11907,Module_55,0.714285714,Phvul.010G117900,coding,GLYMA07G05740.1,| Symbols:  | basic helix-loop-helix (bHLH) DNA-binding superfamily protein | chr4:362230-363639 REVERSE LENGTH=423,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G117900
tr_19208,Module_55,0.714285714,Phvul.004G153300,coding,GLYMA09G31140.1,| Symbols:  | Octicosapeptide/Phox/Bem1p family protein | chr3:6251495-6253971 FORWARD LENGTH=666,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G153300
tr_21847,Module_55,0.714285714,Phvul.002G158800,coding,GLYMA11G02470.1,| Symbols: BRH1 | brassinosteroid-responsive RING-H2 | chr3:22741701-22742213 REVERSE LENGTH=170,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G158800
tr_24602,Module_56,0.838715065,Phvul.002G163300,coding,GLYMA11G02070.1,| Symbols: SEH1H | Transducin/WD40 repeat-like superfamily protein | chr1:23881582-23883073 FORWARD LENGTH=326,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G163300
tr_2000,Module_56,0.785714286,Phvul.005G134900,coding,GLYMA13G40090.1,"| Symbols:  | Protein of unknown function, DUF584 | chr5:24386247-24386738 FORWARD LENGTH=163",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G134900
tr_10124,Module_56,0.785714286,Phvul.008G261800,coding,GLYMA14G37190.1,| Symbols:  | Undecaprenyl pyrophosphate synthetase family protein | chr5:23734396-23735495 FORWARD LENGTH=310,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G261800
tr_26384,Module_56,0.785714286,Phvul.005G110300,coding,GLYMA12G32520.2,| Symbols:  | S-locus lectin protein kinase family protein | chr2:8293789-8296275 FORWARD LENGTH=828,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G110300
tr_14427,Module_56,0.782142857,Phvul.004G019500,coding,GLYMA13G04460.1,| Symbols:  | unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr4:18006385-18007203 FORWARD LENGTH=153,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G019500
tr_10989,Module_56,0.764285714,Phvul.010G038300,coding,GLYMA03G23900.1,| Symbols:  | Protein of unknown function (DUF3550/UPF0682) | chr3:857013-860105 FORWARD LENGTH=607,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G038300
tr_16124,Module_56,0.764285714,Phvul.008G207900,coding,GLYMA14G04610.1,| Symbols:  | Zinc-binding alcohol dehydrogenase family protein | chr5:16894087-16897450 FORWARD LENGTH=390,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G207900
tr_2172,Module_56,0.753571429,Phvul.007G069900,coding,GLYMA20G29780.1,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G069900
tr_4744,Module_56,0.749579969,Phvul.010G148600,coding,GLYMA08G21880.2,"| Symbols:  | FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast thylakoid membrane, chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: photosystem I P subunit (TAIR:AT2G46820.2); Has 291 Blast hits to 291 proteins in 50 species: Archae - 0; Bacteria - 90; Metazoa - 0; Fungi - 0; Plants - 200; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink). | chr1:19453770-19454605 REVERSE LENGTH=156",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G148600
tr_367,Module_56,0.746428571,Phvul.001G1193000,coding,GLYMA03G27860.1,| Symbols: BZIP17 | Basic-leucine zipper (bZIP) transcription factor family protein | chr2:17087823-17090326 REVERSE LENGTH=721,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G1193000
tr_5345,Module_56,0.745308609,Phvul.004G138500,coding,GLYMA16G33800.1,| Symbols:  | Kunitz family trypsin and protease inhibitor protein | chr1:6149343-6149933 FORWARD LENGTH=196,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G138500
tr_25666,Module_56,0.739285714,Phvul.006G205100,coding,GLYMA15G06030.1,| Symbols:  | RNA-binding (RRM/RBD/RNP motifs) family protein | chr5:26080501-26082984 REVERSE LENGTH=220,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G205100
tr_20800,Module_56,0.728571429,Phvul.003G061000,coding,GLYMA08G39420.1,| Symbols: PBF1 | N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein | chr3:22472038-22473809 REVERSE LENGTH=223,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G061000
tr_23568,Module_56,0.728571429,Phvul.010G0880001,coding,GLYMA18G45780.1,"| Symbols: AGL20, SOC1, ATSOC1 | AGAMOUS-like 20 | chr2:18807799-18810193 REVERSE LENGTH=214",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G0880001
tr_21138,Module_56,0.725,Phvul.005G041500,coding,None,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G041500
tr_24765,Module_56,0.721428571,Phvul.004G147800,coding,GLYMA09G30300.1,"| Symbols: ATMKK9, MKK9 | MAP kinase kinase 9 | chr1:27639419-27640351 REVERSE LENGTH=310",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G147800
tr_14009,Module_56,0.719954333,Phvul.002G045500,coding,GLYMA11G00790.1,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G045500
tr_24644,Module_56,0.716482073,Phvul.002G003700,coding,GLYMA01G40940.1,"| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast, chloroplast envelope; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; Has 72 Blast hits to 72 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 72; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr3:22105853-22106146 REVERSE LENGTH=97",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G003700
tr_18957,Module_56,0.710714286,Phvul.002G019300,coding,GLYMA11G06030.1,| Symbols:  | Calcium-binding EF-hand family protein | chr2:6831024-6831587 FORWARD LENGTH=187,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G019300
tr_26120,Module_56,0.710714286,Phvul.007G063300,coding,GLYMA10G38720.1,"| Symbols: PBS2, ATRAR1, RPR2, RAR1 | protein binding;zinc ion binding | chr5:21001373-21003143 REVERSE LENGTH=226",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G063300
tr_6479,Module_56,0.707142857,Phvul.001G084800,coding,GLYMA16G05310.1,| Symbols:  | RING/U-box superfamily protein | chr3:9823770-9827270 FORWARD LENGTH=772,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G084800
tr_2827,Module_56,0.703571429,Phvul.002G212400,coding,GLYMA07G30040.1,"| Symbols: SVP, AGL22 | K-box region and MADS-box transcription factor family protein  | chr2:9580417-9583603 FORWARD LENGTH=240",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G212400
tr_18496,Module_57,0.864285714,Phvul.007G257500,coding,GLYMA10G12060.1,"| Symbols: CYP93D1 | cytochrome P450, family 93, subfamily D, polypeptide 1 | chr5:2136160-2137925 REVERSE LENGTH=507",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G257500
tr_20363,Module_57,0.825,Phvul.002G246400,coding,GLYMA05G29940.1,| Symbols: AGD13 | ARF-GAP domain 13 | chr4:2720772-2722679 REVERSE LENGTH=336,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G246400
tr_97,Module_57,0.813226419,Phvul.008G048200,coding,GLYMA18G48450.1,| Symbols:  | Mitochondrial transcription termination factor family protein | chr3:6508515-6509339 REVERSE LENGTH=274,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G048200
tr_11425,Module_57,0.798927933,Phvul.002G039500,coding,GLYMA11G01320.1,"| Symbols:  | NADH:ubiquinone oxidoreductase, 17.2kDa subunit | chr3:705564-707578 REVERSE LENGTH=159",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G039500
tr_20112,Module_57,0.796428571,Phvul.007G186900,coding,GLYMA10G30340.1,| Symbols:  | CONTAINS InterPro DOMAIN/s: EGF-like (InterPro:IPR006210); Has 259 Blast hits to 234 proteins in 55 species: Archae - 0; Bacteria - 0; Metazoa - 184; Fungi - 0; Plants - 69; Viruses - 0; Other Eukaryotes - 6 (source: NCBI BLink). | chr4:8462720-8464326 REVERSE LENGTH=212,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G186900
tr_26277,Module_57,0.796428571,Phvul.001G053700,coding,GLYMA17G31070.1,| Symbols:  | FAD/NAD(P)-binding oxidoreductase family protein | chr5:3617342-3618861 REVERSE LENGTH=408,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G053700
tr_531,Module_57,0.789285714,Phvul.011G011800,coding,GLYMA12G01170.1,"| Symbols: SMT1, CPH | sterol methyltransferase 1 | chr5:4424048-4426866 REVERSE LENGTH=336",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G011800
tr_988,Module_57,0.778571429,Phvul.001G111200,coding,GLYMA19G28920.1,| Symbols:  | FMN binding | chr3:999667-1001996 REVERSE LENGTH=321,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G111200
tr_19988,Module_57,0.778571429,Phvul.008G1053001,coding,GLYMA07G18020.2,| Symbols:  | Protein kinase superfamily protein | chr3:2750285-2752086 FORWARD LENGTH=393,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G1053001
tr_5135,Module_57,0.775,Phvul.004G022600,coding,GLYMA19G01900.1,| Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G14910.1); Has 579 Blast hits to 397 proteins in 95 species: Archae - 0; Bacteria - 294; Metazoa - 0; Fungi - 0; Plants - 86; Viruses - 0; Other Eukaryotes - 199 (source: NCBI BLink). | chr5:4847368-4848760 FORWARD LENGTH=355,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G022600
tr_9775,Module_57,0.771428571,Phvul.003G023000,coding,GLYMA09G21100.1,"| Symbols: ATCSLD1, CSLD1 | cellulose synthase-like D1 | chr2:14036494-14040044 REVERSE LENGTH=1036",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G023000
tr_12833,Module_57,0.771428571,Phvul.008G219600,coding,GLYMA14G05960.1,| Symbols:  | Heavy metal transport/detoxification superfamily protein  | chr5:1590125-1590672 FORWARD LENGTH=77,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G219600
tr_21085,Module_57,0.771428571,Phvul.003G129000,coding,GLYMA17G05520.1,| Symbols:  | Protein of unknown function (DUF581) | chr1:28146284-28147065 FORWARD LENGTH=222,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G129000
tr_20120,Module_57,0.767857143,Phvul.001G107700,noncoding,None,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G107700
tr_7795,Module_57,0.764285714,Phvul.002G303700,coding,GLYMA05G36360.1,| Symbols:  | SAUR-like auxin-responsive protein family  | chr1:28383250-28383714 REVERSE LENGTH=154,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G303700
tr_17107,Module_57,0.764285714,Phvul.011G141200,coding,GLYMA06G41630.1,"| Symbols: GAUT12, LGT6, IRX8 | galacturonosyltransferase 12 | chr5:22219435-22221769 REVERSE LENGTH=535",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G141200
tr_644,Module_57,0.760714286,Phvul.008G247600,coding,GLYMA14G38090.1,| Symbols:  | O-methyltransferase family protein | chr4:16730989-16732808 REVERSE LENGTH=382,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G247600
tr_16805,Module_57,0.760714286,Phvul.009G109500,coding,GLYMA04G08890.1,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 11 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G19990.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink). | chr5:3733815-3735015 REVERSE LENGTH=242,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G109500
tr_20405,Module_57,0.757142857,Phvul.008G052300,coding,GLYMA18G47960.1,| Symbols:  | NAD(P)-binding Rossmann-fold superfamily protein | chr3:783572-786148 REVERSE LENGTH=328,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G052300
tr_17208,Module_57,0.753571429,Phvul.003G125600,coding,GLYMA13G17650.1,| Symbols:  | Pyridoxamine 5'-phosphate oxidase family protein | chr2:1644628-1646035 FORWARD LENGTH=203,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G125600
tr_21002,Module_57,0.75,Phvul.009G242800,coding,GLYMA09G05610.1,| Symbols: QRT3 | Pectin lyase-like superfamily protein | chr4:10849911-10852090 REVERSE LENGTH=481,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G242800
tr_152,Module_57,0.742857143,Phvul.004G056300,coding,GLYMA19G22530.2,| Symbols:  | Cytochrome C1 family | chr5:16340200-16342327 FORWARD LENGTH=307,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G056300
